trait_id	original_category	product_module	trait_name_original	trait_name_consumer_friendly	scientific_description_short	what_can_be_tested	what_cannot_be_claimed	number_of_rsids	rsids	genes_cleaned	has_pdf_only_candidate_rsids	has_structured_catalog_rsids	marker_validation_status	requires_external_annotation	requires_clinvar_review	requires_gwas_review	requires_pharmgkb_review	requires_manual_scientific_review	privacy_or_regulatory_sensitivity	recommended_product_tier	mvp_include_candidate_yes_no	reason_for_tier	recommended_report_language	required_caveat	notes
wg-2133	genetic_disease	Disease Risk (Sensitive)	Permanent Neonatal Diabetes Mellitus (PNDM)	Permanent Neonatal Diabetes Mellitus (PNDM)	Genetic variants associated with Permanent Neonatal Diabetes Mellitus (PNDM). Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Permanent Neonatal Diabetes Mellitus (PNDM).	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	4	rs19392;rs1085307455;rs1360415315;rs148311934	ABCC8;BTK;GCK;HNF1A;HNF4A;INS;KCNJ11;NAC5;PDX1;ST6GAL	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
wg-1581	genetic_disease	Disease Risk (Sensitive)	Peroxisome Biosynthesis Disorder	Peroxisome Biosynthesis Disorder	Genetic variants associated with Peroxisome Biosynthesis Disorder. Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Peroxisome Biosynthesis Disorder.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	3	rs12143;rs794729652;rs61750427	ATM;BRAF;CASQ2;DSP;GJA5;KCNQ1;PEX1;PEX6;PKP2;RYR2;TRDN	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
wg-2253	exposure_risk	Disease Risk (Sensitive)	Pesticides	Pesticides	Genetic variants associated with Pesticides. Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Pesticides.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	2	rs4244285;rs3129882	CYP2C19	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
wg-1980	genetic_disease	Disease Risk (Sensitive)	Phenylketonuria (PKU)	Phenylketonuria (PKU)	Genetic variants associated with Phenylketonuria (PKU). Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Phenylketonuria (PKU).	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	5	rs62508;rs199475566;rs199475565;rs140175796;rs180819807	PAH	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
wg-1760	genetic_disease	Disease Risk (Sensitive)	Pheochromocytoma	Pheochromocytoma	Genetic variants associated with Pheochromocytoma. Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Pheochromocytoma.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	2	rs10489;rs50308	CACNA1C;CAV3;COL3A1;CYP1A1;DMD;EPHX1;ESR2;GJB2;GJB3;GSTP1;HCN4;KCNH2;KCNJ2;KCNQ1;LOXHD;MYBPC;MYBPC3;MYL3;MYO15A;SCN5A;SDHB;SDHD;SLC26A4;SMAD3;TGFB2;TGFBR1;TGFBR2;TNNI3;VHL;WFS1	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
wg-178	genetic_disease	Disease Risk (Sensitive)	Phosphomannomutase 2-Congenital Disorder of Glycosylation (PMM2-CDG)	Phosphomannomutase 2-Congenital Disorder of Glycosylation (PMM2-CDG)	Genetic variants associated with Phosphomannomutase 2-Congenital Disorder of Glycosylation (PMM2-CDG). Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Phosphomannomutase 2-Congenital Disorder of Glycosylation (PMM2-CDG).	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	1	rs28936415	PMM2	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
wg-1964	infection_risk	Disease Risk (Sensitive)	Plasmodium Infection	Plasmodium Infection	Genetic variants associated with Plasmodium Infection. Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Plasmodium Infection.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	4	rs2365860;rs10900585;rs8176719;rs372091	ABO;ATP2B4;OR51B5	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
wg-1995	genetic_disease	Disease Risk (Sensitive)	Polycystic Kidney Disease (PKD)	Polycystic Kidney Disease (PKD)	Genetic variants associated with Polycystic Kidney Disease (PKD). Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Polycystic Kidney Disease (PKD).	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	4	rs797045101;rs1240212722;rs137852947;rs148617572	PKD2;PKHD1	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
wg-2055	genetic_disease	Disease Risk (Sensitive)	Pontocerebellar Hypoplasia (PCH)	Pontocerebellar Hypoplasia (PCH)	Genetic variants associated with Pontocerebellar Hypoplasia (PCH). Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Pontocerebellar Hypoplasia (PCH).	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	4	rs58777;rs199835443;rs267607035;rs371295780	CLP1;EXOSC3;FBN1;FBXL4;IL7R;MPV17;PGM3;PIK3R1;POLG;RARS2;SEPSEC;SLC25A;STAT1;SUCLG1;TK2;TSEN54;TYMP;VRK1	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
wg-2013	genetic_disease	Disease Risk (Sensitive)	Popliteal Pterygium Syndrome (PPS)	Popliteal Pterygium Syndrome (PPS)	Genetic variants associated with Popliteal Pterygium Syndrome (PPS). Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Popliteal Pterygium Syndrome (PPS).	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	2	rs121434226;rs769068305	IRF6	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
wg-50	health_risk	Disease Risk (Sensitive)	Primary Biliary Cholangitis (PBC)	Primary Biliary Cholangitis (PBC)	Genetic variants associated with Primary Biliary Cholangitis (PBC). Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Primary Biliary Cholangitis (PBC).	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	8	rs574808;rs3745516;rs2856683;rs4979462;rs9303277;rs3790565;rs7574865;rs6441286	C2;EFCAB11;GTF2I;ICAM1;IL12RB2;KIF1B;MICA;NOS3;SPIB;STAT4;TLR2;TNFAIP3;TNFSF15;TNPO3	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
wg-2136	genetic_disease	Disease Risk (Sensitive)	Primary Hyperoxaluria (PH)	Primary Hyperoxaluria (PH)	Genetic variants associated with Primary Hyperoxaluria (PH). Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Primary Hyperoxaluria (PH).	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	4	rs180177313;rs113681235;rs121908520;rs121908521	AGXT;GRHPR;HOGA1	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
wg-1737	genetic_disease	Disease Risk (Sensitive)	Primary Pulmonary Hypertension	Primary Pulmonary Hypertension	Genetic variants associated with Primary Pulmonary Hypertension. Disease risk markers require clinical validation.	Association testing using genetic markers from the structured WeGene catalog related to Primary Pulmonary Hypertension.	No clinical or diagnostic claims can be made. All rsIDs are externally unvalidated. This is a sensitive trait requiring clinical, regulatory, and ethical review before any reporting.	2	rs12190;rs28936	ABCA3;ACVRL1;APP;FOXI1;GDF5;GJA5;HCN4;HOXD1;HOXD13;KCNA5;KCNQ1;MYBPC;MYH7;PSEN1;PSEN2;RYR2;SCN5A;SLC25A;SLC25A15;SLC26A;SLC26A4;TNNT2;TPM1	no	yes	structured_catalog_unvalidated	yes	yes	yes	no	yes	high	C	no	Sensitive trait (disease risk, pharmacogenomics, carrier status, reproductive genetics, or substance response). Requires clinical/regulatory review.	clinical, requires professional review	Sensitive trait. Requires clinical, regulatory, and ethical review. Not for direct-to-consumer reporting without professional oversight.	
